danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names,cluster
0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043,6epn3r7S14KUqlReYr77hA,214240,Baby,2
0.795,0.766,-5.577,0.0987,0.0133,0.0,0.0955,0.642,123.921,2ThsBNtjuUEERqcpXQEoYR,183290,Don't Start Now,2
0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,60ynsPSSKe6O3sfwRnIBRf,226987,Streets,2
0.533,0.869,-5.093,0.173,0.156,0.00538,0.136,0.425,159.805,1i1fxkWeaMmKEB4T7zqbzK,208373,Don't Let Me Down,2
0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,2JzZzZUQj3Qff7wapcbKjc,229526,See You Again (feat. Charlie Puth),2
0.585,0.52,-6.136,0.0713,0.124,7.75e-05,0.131,0.129,159.798,0e7ipj03S05BNilyu5bRzt,218147,rockstar (feat. 21 Savage),2
0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,4VrWlk8IQxevMvERoX08iC,216120,Chandelier,2
0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,22VdIZQfgXJea34mQxlt81,213520,Can't Feel My Face,2
0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,0TDLuuLlV54CkRRUOahJb4,245040,Titanium (feat. Sia),1
0.658,0.671,-12.21,0.0364,0.0928,0.000919,0.115,0.165,100.967,2vXKRlJBXyOcvZYTdNeckS,202093,Lost in the Fire (feat. The Weeknd),2
0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,5mCPDVBb16L4XQwDdbRUpz,298941,Passionfruit,1
0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,194088,bad guy,2
0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,0KAiuUOrLTIkzkpfpn9jb9,195973,Drive By,2
0.756,0.674,-6.518,0.0959,0.0184,0.0,0.158,0.389,111.995,40YcuQysJ0KlGQTeGUosTC,251467,"Me, Myself & I",1
0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,34gCuhDGsG4bRPIf9bb02f,281560,Thinking out Loud,1
0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,5Ohxk2dO5COHF1krpoPigN,340707,Sign of the Times,3
0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,6i0V12jOa3mr6uu4WYhUBr,195920,Heathens,2
0.782,0.685,-6.237,0.0309,0.166,1.18e-05,0.16,0.603,118.02,7vFoFDWqTX0mHzLfrF1Cfy,180566,Cheerleader (Felix Jaehn Remix) - Radio Edit,2
0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,1rIKgCH4H52lrvDcz50hS8,201122,Lush Life,2
0.854,0.674,-6.23,0.184,0.0517,8.53e-05,0.509,0.848,99.022,6WzRpISELf3YglGAh7TXcG,215467,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),2
0.548,0.805,-5.732,0.351,0.212,0.000405,0.408,0.649,142.096,79s5XnCN4TJKTVMSmOx8Ep,216387,Dior,2
0.461,0.897,-3.982,0.092,0.00821,0.0,0.0965,0.358,165.107,4GssB27iJeqmfGxS94Tfij,220537,Popular Monster,2
0.784,0.627,-14.617,0.0572,0.0425,0.717,0.0645,0.952,136.879,45aoC0yE3RZGWz5QPb41M1,151440,Popcorn,0
0.769,0.818,-1.385,0.192,0.263,0.0,0.0787,0.918,88.017,4E5IFAXCob6QqZaJMTw5YN,240800,Poppin' Them Thangs,1
0.772,0.423,-8.452,0.0562,0.00905,0.516,0.14,0.281,157.156,3xvzR05d6KgexfzjJgDRDl,122187,Pop like this Pt. 2 - Slowed,0
0.772,0.639,-7.119,0.467,0.15,0.0,0.0698,0.261,168.112,6uFn47ACjqYkc0jADwEdj1,166560,Pop Out (feat. Lil Tjay),0
0.461,0.898,-3.982,0.0931,0.0083,0.0,0.0963,0.353,165.079,4myFsmx2v6znDOJfn3IkbD,220537,Popular Monster,2
0.566,0.769,-4.342,0.0872,0.0183,0.0,0.108,0.385,170.036,5sbooPcNgIE22DwO0VNGUJ,191100,POP/STARS,2
0.548,0.732,-5.652,0.336,0.125,0.0,0.269,0.612,142.791,792HwhrdO3ErRKL5yRe4Ge,127547,Invincible,0
0.8,0.56,-4.818,0.261,0.057,0.0,0.134,0.45,163.071,6EDO9iiTtwNv6waLwa1UUq,200221,POPSTAR (feat. Drake),2
0.842,0.461,-5.189,0.0675,0.000624,0.623,0.0545,0.48,100.001,2Ct0MnmqHDvjLqpi5gxcSM,99657,Pop like this Pt. 2,0
0.73,0.782,-3.884,0.05,0.0766,0.0338,0.106,0.593,180.068,4BLbZo3DCqQXMzogWV1GNP,133333,POPTHATRUNK,0
0.921,0.447,-5.216,0.0644,0.594,0.0,0.0747,0.967,119.935,78OoAXLABHHTGGibQxdA5c,147147,Der Popo-Tango (Argentinien),0
0.705,0.613,-7.441,0.123,0.262,6.97e-06,0.198,0.259,74.521,3wn8nOygkHLUQ9dlXM1rKW,167187,Poppin,0
0.688,0.647,-7.258,0.19,0.00815,1.65e-05,0.095,0.195,88.834,25zlnOAzbVoOzIeXSvQFf1,164580,Got It On Me,0
0.63,0.724,-5.543,0.105,0.0138,6.92e-05,0.196,0.237,143.024,0fIffclhgJC5h8AdMMVvkp,214960,Welcome To The Party,2
0.842,0.461,-5.189,0.0677,0.000624,0.623,0.0545,0.481,100.001,53dGCRXGyCUV5Ycoy6Md34,99657,Pop like this Pt. 2,0
0.396,0.755,-12.858,0.0355,0.00489,0.679,0.0815,0.903,138.973,5ugE6naTRxc9tLYxnVjWBj,149893,Popcorn - Original,0
0.769,0.618,-6.618,0.209,0.082,4e-06,0.202,0.556,140.026,3V6hi3OelDuKSQykiskDeB,139947,POPPIN,0
0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798,5rZlwNFl01HqLWBQGryKSm,213333,Mood Swings (feat. Lil Tjay),2
0.725,0.446,-8.958,0.0287,0.85,0.243,0.107,0.311,90.024,0So2sgVa8aJiARPl2P29u2,187333,Pope Is a Rockstar,2
0.548,0.506,-7.434,0.102,0.203,0.0001,0.0788,0.557,119.987,1hg3RlqFZXJb5YgRoK9qmF,160000,Gangstas,0
0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,2g8HN35AnVGIk7B8yMucww,252747,Big Poppa - 2005 Remaster,1
0.909,0.637,-9.495,0.0856,0.0432,0.438,0.108,0.521,120.02,6GuShXbva4qJjSdFgrALwo,258000,Popo,1
0.795,0.859,-2.994,0.0542,0.0361,0.0,0.0321,0.356,96.986,3lOMJTQTd6J34faYwASc33,168107,POP!,0
0.594,0.676,-5.808,0.344,0.135,0.0,0.163,0.472,143.477,40mjsnRjCpycdUw3xhS20g,181145,GATTI,2
0.691,0.796,-3.797,0.11,0.111,2.93e-05,0.118,0.407,135.034,0xTsllHxzqwYrsPUcruf72,194173,Strobo Pop,2
0.772,0.879,-4.22,0.323,0.0307,1.88e-06,0.25,0.304,61.311,57BGVV6wcyhbn3hsjlqEZB,135747,Element,0
0.772,0.423,-8.452,0.0562,0.00905,0.516,0.14,0.281,157.156,5jbD0oT3G5MeymhAfGsncK,122187,Pop like this Pt. 2 - Slowed,0
0.823,0.586,-6.606,0.2,0.114,0.0,0.193,0.347,125.971,0PvFJmanyNQMseIFrU708S,190476,For The Night (feat. Lil Baby & DaBaby),2
0.921,0.447,-5.216,0.0644,0.594,0.0,0.0747,0.967,119.935,0cpy0iyvkefYLKeq602Ucq,147147,Der Popo-Tango (Argentinien),0
0.776,0.985,-3.549,0.0347,0.0901,0.854,0.337,0.96,130.004,0jQ4Nb9ylfUheLP9EOpOFk,192373,Popcorn,2
0.803,0.565,-4.711,0.235,0.0558,0.0,0.141,0.474,163.085,1sbEeUY8KsdvgiQi26JBFz,200221,POPSTAR (feat. Drake),2
0.772,0.423,-8.452,0.0562,0.00905,0.516,0.14,0.281,157.156,4bt3S3Tqh5pvs33y9RlF8J,122187,Pop like this Pt. 2 - Slowed,0
0.709,0.548,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,1tkg4EHVoqnhR6iFEXb60y,160000,What You Know Bout Love,0
0.905,0.647,-5.065,0.107,0.0187,0.0,0.282,0.367,130.97,2r6OAV3WsYtXuXjvJ1lIDi,190534,Hello (feat. A Boogie Wit da Hoodie),2
0.749,0.964,-5.571,0.0888,0.022,0.721,0.215,0.164,139.933,7e86UGGXwQXn5lXhxo1Blf,170576,Popcorn,2
0.599,0.622,-4.313,0.264,0.124,0.00276,0.158,0.199,91.607,24b6djSbUFQtXAdyb3FMbr,199827,PTSD,2
0.799,0.649,-6.546,0.306,0.0746,1.33e-05,0.517,0.566,142.004,3DWjFSDEQ9IWz1mj449fB7,108160,Get Back,0
0.854,0.674,-6.23,0.184,0.0517,8.53e-05,0.509,0.848,99.022,7GUhiAHLoVy1V8ucQuZ3CB,215467,Popular (with Playboi Carti & Madonna),2
0.745,0.958,-2.025,0.0432,0.116,0.594,0.169,0.71,128.022,0vm6SSArnVomY1AH2ja8Ql,183791,Popcorn - Radio Edit,2
0.729,0.0114,-19.282,0.0399,0.995,0.924,0.112,0.776,71.628,3kJtQ79tvaCFkCiXtpPfBw,126042,Pop Goes the Weasel,0
0.935,0.833,-7.493,0.0438,0.279,1.61e-05,0.0792,0.967,108.914,6z3HAUZpAyJ0ctsbAwAiw3,200683,Pop Muzik,2
0.854,0.674,-6.23,0.184,0.0517,8.53e-05,0.509,0.848,99.022,1L8ObNUDCh7k6GwDIbfx9Q,215467,Popular (with Playboi Carti & Madonna),2
0.71,0.486,-10.754,0.0437,0.348,0.649,0.134,0.171,123.027,329PAO2XpurUBEWszXKG5K,194107,Miss You,2
0.711,0.228,-12.85,0.172,0.776,0.0,0.122,0.548,88.714,0nV8ffGvur4zBHlbOlsZWM,224387,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003",2
0.49,0.618,-5.655,0.104,0.0221,3.77e-06,0.259,0.286,99.7,1H7KnK26kc1YyellpbINEn,201600,The Woo (feat. 50 Cent & Roddy Ricch),2
0.625,0.951,-4.866,0.0393,0.0718,0.585,0.164,0.376,130.001,4EmH2iRucAgCOnhuJRotUi,147692,Drifting,0
0.839,0.643,-6.015,0.329,0.0348,3.76e-05,0.125,0.45,129.979,5f0TOjFP3c96TFHzKnx5ri,155573,POPOPOP,0
0.635,0.961,-2.284,0.285,0.0222,0.0,0.314,0.37,143.858,2ShUGbIKvkPPcGzpcgl23G,159583,Poppstars,0
0.755,0.481,-9.412,0.0452,0.355,0.0,0.0947,0.874,132.69,6FkYU0hPFBXGfFbYV9QXl2,140000,Papa Will Ins Popoloch,0
0.782,0.594,-5.787,0.252,0.118,0.0,0.176,0.272,95.031,5s3ueOIxYDscTP1S14cQGy,136910,Popstar,0
0.664,0.445,-5.986,0.17,0.182,0.0,0.165,0.307,80.279,4ZJsTa4JCn9s0GbO4Y0zD1,194873,Im Popcorntopf ist der Teufel los,2
0.694,0.704,-6.101,0.13,0.015,2.39e-05,0.0931,0.377,122.984,2FIa0Zmilui8GpApF3vF1a,167822,Poppin Bottles,0
0.588,0.484,-7.058,0.153,0.0219,0.0,0.156,0.337,161.178,26Fx8UbsC0BV4J1CdtuLAy,109430,Pop,0
0.597,0.762,-3.707,0.0449,0.00132,0.0,0.121,0.598,92.972,7uAWPqXthO4pO2Exc8V90t,157742,Bad Guy,0
0.839,0.851,-6.713,0.138,0.0374,0.0,0.109,0.926,119.977,2N3JVnB85hqJl6SzTlZOxv,238427,Pop,1
0.596,0.965,-5.552,0.227,0.0343,4.48e-05,0.0798,0.338,154.976,2WEAjQeoTRm7T3leqV2YfQ,196645,Popcorn,2
0.741,0.599,-6.672,0.419,0.00961,0.0,0.785,0.276,139.891,1jDbQz6tr52WgScCTXMnaN,227474,POP,2
0.923,0.604,-6.671,0.245,0.017,0.0,0.272,0.826,145.062,1jaTQ3nqY3oAAYyCTbIvnM,139741,WHATS POPPIN,0
0.954,0.479,-7.843,0.352,0.0139,2.1e-06,0.0677,0.358,103.925,1ihBMg1KvVP85LHh9foaf4,122308,POP,0
0.622,0.655,-8.385,0.0388,0.0755,0.0,0.0992,0.286,102.984,1UWEafiPTYY6Ym2GKxTCGg,177162,POP,2
0.847,0.559,-5.252,0.0498,0.000401,0.688,0.0913,0.476,108.004,0umAduzH6cuIMorxfeGtUN,92328,Pop like this Pt. 2 - Sped Up,0
0.765,0.737,-3.102,0.162,0.283,0.22,0.22,0.823,189.81,45GrdwGqP4qIV4XkUePopS,186429,POP,2
0.732,0.992,-5.377,0.0992,0.213,0.92,0.0895,0.716,159.976,0iZYdGkLpdEvM3igcyVKFj,235875,pop a pill,1
0.816,0.722,-4.402,0.343,0.0746,2.18e-06,0.357,0.906,103.937,4JYFFgmy2ZZWvhCh8aZbjP,152384,Pop,0
0.494,0.647,-14.713,0.036,0.00065,0.0374,0.161,0.846,147.739,2hiVTcHbcpPgOPOvoAJ5qB,152753,Popstar,0
0.682,0.532,-7.945,0.291,0.172,1.05e-06,0.0699,0.56,77.989,3D3mz2uMaOmxjlLp9yjW1h,155385,POP,0
0.719,0.788,-6.428,0.0284,0.023,0.0,0.0918,0.751,133.58,4FXSEdmbbeGmPIQltH27C8,151867,Pop,0
0.619,0.914,-5.651,0.26,0.0675,0.0,0.11,0.395,116.161,3ZdwCZtXWJjMqHlSFgYfIg,233793,Prequel,1
0.741,0.599,-6.672,0.419,0.00961,0.0,0.785,0.276,139.891,61N12G2IDag927XDCmMDr8,227474,POP,2
0.813,0.551,-6.698,0.286,0.0314,0.0,0.108,0.68,77.509,6eLY5NX9HkvAtrvRrPOW0F,173806,Poppin,2
0.588,0.484,-7.058,0.153,0.0219,0.0,0.156,0.337,161.178,5KzobobnQb7UZXKOUT249o,109430,Pop,0
0.613,0.794,-4.86,0.0314,0.0142,0.0,0.0565,0.652,139.983,5FqzgZGAo9XK79jA8nkm0q,219200,"Poppe, Kaate, Danze - Radio Version",2
0.662,0.736,-8.819,0.244,0.183,0.801,0.128,0.183,150.07,5MbvspF065NSXrVuecXsjs,104168,POP,0
0.891,0.67,-7.256,0.135,0.203,0.00273,0.11,0.938,128.046,0widrZ6KVNuIPhbM1rWPDR,184222,Pop Star,2
0.895,0.721,-6.296,0.0423,0.0908,2.46e-06,0.105,0.836,138.006,51VLqRIxEjfT6guWSxEElY,149710,Pop,0
0.622,0.0904,-24.54,0.0583,0.993,0.897,0.0886,0.655,120.325,5rpkYHBqreIuzSVrYWcNa1,89613,Poppy Puppy,0
0.658,0.76,-6.509,0.0322,0.0388,0.0,0.127,0.534,121.973,6QJbjDtSrVgDijIQ34l6Dx,197336,Pop,2
0.671,0.99,-4.809,0.0463,0.0124,0.825,0.0981,0.565,128.009,5iKLlfPhEzinVn67cXfDZM,141680,Popcorn - Rework,0
0.954,0.479,-7.843,0.352,0.0139,2.1e-06,0.0677,0.358,103.925,3KCsVnoete7IGXDXCj0A4w,122308,POP,0
0.805,0.798,-9.361,0.0476,0.0271,0.895,0.105,0.378,111.996,5zV3BRC06QQ4Y5kq9go3Xr,484546,PoP,3
0.839,0.851,-6.713,0.138,0.0374,0.0,0.109,0.926,119.977,0yRZqco2Jy8z6KAYlI6qcZ,238427,Pop,1
0.635,0.643,-8.492,0.155,0.208,0.000154,0.453,0.642,159.952,1IkEE9PQVeQ563gWfJ4moA,182363,POP,2
0.808,0.688,-8.964,0.0493,0.115,0.0251,0.114,0.377,120.039,7itGrDB969S4fJc4GDodiA,138036,POPSTAR,0
0.856,0.834,-7.781,0.145,0.0302,0.0,0.21,0.949,120.015,4rdIpqVK9rGnrUZJEEACjU,237587,Pop,1
0.823,0.946,-7.685,0.108,0.066,0.148,0.0744,0.851,127.995,4J5KCUFanJFj0RSniGSzGh,176250,Pop,2
0.528,0.846,-4.217,0.155,0.0294,5.66e-05,0.588,0.283,110.092,3HGnsaw8bbv1a7bIFk5NDY,173507,Pop,2
0.744,0.703,-8.111,0.048,0.0195,0.00449,0.141,0.819,125.023,3fvsxmytTns1ApIWBqfANZ,172197,Temptation (feat. Poppy Baskcomb),2
0.842,0.0389,-22.093,0.173,0.943,0.839,0.0642,0.755,100.008,3SZTlj5DdhfkQzz8TDfMH8,135233,Pop,0
0.844,0.677,-6.216,0.158,0.0406,8.32e-05,0.407,0.841,98.995,67gUqq3wVAztSquOpNZ4Xs,215467,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),2
0.849,0.838,-4.01,0.0559,0.00278,4.66e-06,0.21,0.602,128.005,2FzMEX0nP9tFd6phID2tm8,194158,POP,2
0.631,0.315,-10.606,0.0459,0.809,0.0,0.151,0.335,144.87,4wW79p4e4hjTpHVQX3Znoy,138439,Pop,0
0.551,0.655,-7.329,0.336,0.0599,0.0,0.0941,0.619,182.71,3ZXSORvoHYaQX5TgUdkqML,96613,Popcorn,0
0.6,0.586,-11.863,0.144,0.0575,0.0,0.334,0.759,83.899,2RIcNuro82DH23o2EEdBIo,210814,Pop,2
0.707,0.774,-4.28,0.0484,0.405,0.0,0.613,0.506,140.012,254AnlO6Fr8ge2hH0nywp7,234955,Alles was ich hab,1
0.422,0.656,-7.497,0.163,0.000565,0.901,0.363,0.134,125.892,22HWNjVCg0kvlRcqA2AVKP,140952,POP,0
0.726,0.597,-8.441,0.278,0.371,2.09e-05,0.105,0.528,80.078,2nv61bSKMTqOSFH7e0N8jL,173915,Popeye,2
0.719,0.669,-6.681,0.111,0.0013,2.32e-06,0.749,0.151,150.16,42oZ6VPxsgLLGfYb1TTEYJ,101906,Pop,0
0.646,0.876,-6.444,0.197,0.00267,0.0,0.171,0.293,122.958,0NFBQhVLlzeY8ry9jUgHy2,185000,POP,2
0.822,0.969,-11.471,0.0582,0.259,0.000153,0.39,0.765,128.007,4GewRLEiI4BDTQsoH8BRVV,283748,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,1
0.406,0.312,-13.478,0.0697,0.31,0.00382,0.111,0.0595,143.831,77lVSrDVVjO7jt2P09UItx,199216,POP,2
0.546,0.897,-3.067,0.162,0.026,0.0,0.14,0.642,173.187,1jVXXu8W4iny6MRkxKxxPI,191415,Voices In My Head,2
0.754,0.516,-8.619,0.206,0.462,3.9e-06,0.141,0.607,103.92,5hl7ya200utFGWtsY8HApb,168812,Pop,0
0.779,0.532,-9.112,0.178,0.124,0.0,0.128,0.324,161.045,1gCBVvdsK5TsSUjXg3hGm2,191530,Poppin Smoke,2
0.631,0.809,-3.992,0.0392,0.0271,0.0,0.156,0.396,114.979,5TitlfXWCr7vvMkHEayJKp,195130,Pop,2
0.394,0.784,-5.902,0.132,0.0135,0.0,0.216,0.341,161.95,1SlxMFZexm81T0tUK6mwni,203948,Watch The World Burn,2
0.695,0.893,-5.288,0.0511,7.38e-05,2.01e-05,0.0864,0.821,132.015,6GrWJnpm3BmlDLnVRbtljY,230611,POP,2
0.361,0.945,-3.481,0.0801,0.00127,0.0,0.185,0.782,131.998,334409Qvmqf5tBqbA7PtxQ,142045,Trigger Warning,0
0.39,0.659,-7.0,0.0286,0.196,0.16,0.338,0.552,82.007,0xkQx0rU3xSz7ZMPNUFWaW,207920,Pop,2
0.829,0.57,-9.986,0.163,0.322,0.0,0.0985,0.685,99.984,7ayajktOlSTcXRPFJA6rlZ,146062,POP,0
0.895,0.701,-7.174,0.211,0.0372,0.411,0.194,0.383,99.985,5dlntEVwMuRUs3fIynheZP,146366,POP SMOKE,0
0.81,0.633,-8.33,0.362,0.0886,0.0,0.119,0.531,140.225,5yQOP0mBQhjphqREPR8dc5,123429,Pop,0
0.807,0.432,-9.427,0.167,0.115,0.0,0.131,0.17,159.999,2Jd0G60QHTAGk1ikCSIjK7,205500,Pop,2
0.806,0.691,-5.392,0.22,0.184,0.0894,0.109,0.634,131.71,4Fv2ZAQ0U1lsEGjhghcdb0,187273,Poporopa,2
0.8,0.721,-6.762,0.347,0.0723,0.0,0.183,0.508,140.967,1V0ITHND2m9yP1Ie3rItNC,164573,POP,0
0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,12zpU2S4lMdrK9dvsOoL1m,157153,I Love It (feat. Charli XCX),0
0.68,0.846,-6.067,0.307,0.306,0.000109,0.35,0.627,141.879,3wO7ORmA4iytgfPdROLUK3,190843,Pop,2
0.601,0.485,-11.234,0.0369,0.436,5.86e-05,0.782,0.723,173.817,1pHyPp8oZuFyiScOcEMdT2,201413,Pop-Song,2
0.669,0.797,-3.757,0.31,0.0228,0.0,0.33,0.542,173.026,7yt1YL7KdoPK0NMHZE9JLf,194220,Pop,2
0.724,0.728,-7.938,0.0796,0.228,0.101,0.282,0.175,122.984,7f4azWcTVEDHZ7DSc5eh5a,256573,POP POP POP,1
0.89,0.579,-15.09,0.107,0.0872,0.0,0.0601,0.573,124.012,5PzrNf5OpWu1U468ShB2kY,256807,Pop,1
0.659,0.788,-5.746,0.0492,0.0158,0.0,0.173,0.596,147.823,5vI7UrbiOQ0OU86jSuUSIL,150000,Popstars,0
0.659,0.598,-11.864,0.113,0.245,0.0,0.578,0.77,94.015,7yNhAbSFV9n3rxmnCWznEg,164687,POP,0
0.687,0.723,-8.235,0.0335,0.152,0.0,0.0864,0.345,144.004,71bpKwCnAdXDBoPDi6ueYH,166667,Pop,0
0.578,0.214,-25.743,0.0373,0.993,0.878,0.169,0.418,77.999,5LkumJOYiRrBY9O05aTN9C,58250,Pop Goes the Weasel - Cozy Edition,0
0.672,0.922,-3.983,0.0742,0.0114,0.0,0.171,0.536,120.005,4Yn1y69YDzZkOaKZTXZPBX,178050,Pop,2
0.563,0.672,-7.226,0.0765,0.359,0.0,0.0972,0.284,99.772,58T4yPLn4NjBYXfRxeweyM,156000,Woo Baby (feat. Chris Brown),0
0.804,0.505,-9.661,0.0468,0.0347,0.025,0.179,0.904,115.03,7KDnnWuXEs6z9E23rZR4PZ,165035,Pop,0
0.765,0.671,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5,63BcfK6YAzJYeISaTPr6IO,249867,Big Poppa - 2007 Remaster,1
0.574,0.336,-20.79,0.0866,0.983,0.963,0.109,0.147,111.215,037HRmQRKWmLw7SJT5ZUGL,156514,pop,0
0.591,0.92,-4.131,0.0769,0.000933,0.0,0.129,0.415,92.015,19CCQeIOxxUDcpFw539zd7,190231,All My Life,2
0.801,0.71,-8.462,0.0387,0.00057,0.897,0.162,0.582,135.024,3F9pgU9AiTCFM0ipFdzCRg,214504,Pop,2
0.684,0.683,-7.05,0.11,0.658,0.0,0.163,0.744,133.978,0sMCcICKRGJ8Td75nZloeU,191667,POPO,2
0.85,0.78,-5.137,0.0432,0.0787,0.0,0.122,0.693,120.032,5ZMT6PlzsSdJznOZHfEtdY,210318,POP,2
0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,0.0594,133.053,5mPSyjLatqB00IkPqRlbTE,212947,Pop Style,2
0.749,0.616,-9.849,0.162,0.00115,2.21e-06,0.159,0.574,90.004,5t0D1BvTybtk332AG37C8Y,154286,Pop,0
0.54,0.936,-5.372,0.339,0.108,0.0,0.337,0.512,199.778,5wN0lvpZL0UCVQ0iaUbRV2,208329,Populär,2
0.513,0.902,-9.85,0.936,0.723,0.0,0.861,0.237,141.5,4rg8Wgbj9ExRj9r06PKMiY,153373,Pop,0
0.581,0.992,-1.564,0.157,0.0311,0.0,0.326,0.46,120.041,1q6nPMog4GJEED3HIQh3Oz,163515,Pop,0
0.753,0.711,-11.747,0.128,0.229,0.000239,0.134,0.138,119.987,7KXe9mk101WgwKmhHer70O,188064,Popular,2
0.832,0.779,-6.385,0.203,0.338,0.0,0.121,0.503,116.959,40J1urbVnIAOh3qLUq8agx,154197,POP,0
0.862,0.689,-5.68,0.323,0.118,0.0,0.0729,0.364,83.964,2VIMXmWUIqhMqg6h5FOFPG,223787,Pop Out Again (feat. Lil Baby & Gunna),2
0.879,0.633,-5.309,0.282,0.0644,2.38e-06,0.128,0.701,89.063,7v8EnZ9zbk5JKsOWzY0jw1,252667,Pop,1
0.464,0.558,-6.973,0.289,0.00275,0.000275,0.223,0.346,158.881,0VOMBffX1llDu37yQUt3u3,195197,Pop Out (feat. Nardo Wick),2
0.792,0.685,-6.111,0.15,0.145,0.00016,0.216,0.503,77.521,1sWr0gC6YEz6TxztGbfJms,103742,Pop,0
0.598,0.934,-3.75,0.112,0.0061,1.48e-06,0.326,0.319,92.444,2eKoPnGnuHqIpfph45z44W,196754,Ronald,2
0.233,0.859,-5.374,0.115,0.0217,0.456,0.118,0.145,171.621,5fodHfh8rLkRA5fomFrhTq,212093,Pop,2
0.816,1.0,-5.739,0.0644,0.03,0.852,0.36,0.542,137.974,1iT9oqeZGYOnspkV4AiIoJ,214867,Popcorn - Radio Version,2
0.765,0.811,-6.586,0.0482,0.00422,0.0,0.0699,0.766,127.925,6MRUQNjaUud1TiFBRV8HNq,160314,Tell Me What You Want,0
0.39,0.804,-10.343,0.0395,0.0138,0.0,0.328,0.474,103.033,7cM4uRzkS0gP0k3WjErRgA,204627,Pop,2
0.827,0.69,-6.961,0.344,0.0336,0.0,0.258,0.479,129.877,1ZU19OTgd4Xs5QaYJ78bQF,184680,POPSMOKE DANCE,2
0.805,0.796,-9.362,0.0476,0.027,0.895,0.105,0.371,111.996,0JQhAr0eF06ZPFOFQZML9I,484546,PoP,3
0.663,0.81,-5.345,0.107,0.0377,0.0,0.12,0.649,159.988,7lMMU46D1is2fvc5CZhhAM,185440,Poppin' Love,2
0.543,0.912,-3.681,0.0422,0.00013,9.23e-06,0.333,0.549,91.033,1USeS8c7cpR8dmb07IUAnZ,218521,ZOMBIFIED,2
0.833,0.652,-6.194,0.308,0.0486,0.000134,0.145,0.413,130.002,18HNGxDOcshRU2Hdu8tMOM,155632,POPOPOP,0
0.883,0.802,-3.234,0.313,0.0209,0.0,0.198,0.715,109.914,3KcSwX6pyUnfJ0YZlcJE7d,151944,Pop Boy (feat. Aitch),0
0.727,0.299,-8.56,0.0813,0.125,0.534,0.102,0.165,69.306,02MFno0s2lpD3rycI7cllL,103043,P_Optimist,0
0.591,0.981,-4.118,0.0725,0.0343,0.295,0.0999,0.636,160.003,5P8mvvwz8spjOFxKITELti,157500,POPTHATRUNK,0
0.94,0.727,-9.982,0.0358,0.124,0.00021,0.0808,0.969,110.796,43U1bCDTZAhhY1Y8mCkTG4,296467,Pop Muzik (12 Inch Version),1
0.697,0.401,-10.216,0.0543,0.43,0.0109,0.316,0.478,108.996,6SZwj6cjc8JQbkrr8cbIUn,185224,Oh Klahoma,2
0.891,0.67,-7.256,0.135,0.203,0.00273,0.11,0.938,128.046,3cIjeDpRUFiKU5tDXEY7Aw,184222,Pop Star,2
0.737,0.847,-5.51,0.158,0.0724,0.0,0.241,0.393,101.943,46L3dPAMmGU254kGxrbXEa,228823,NO FEAR,2
0.444,0.884,-6.104,0.119,0.00751,8.94e-05,0.116,0.296,94.82,48sJGpBLqQTs0sZ2ImHJof,220587,Popular,2
0.726,0.867,-5.098,0.511,0.298,5.33e-06,0.386,0.704,150.287,2nSsra44ytBc2LxO85pyy5,141827,Strobo Pop XXL,0
0.647,0.633,-6.946,0.0531,0.0188,0.0,0.215,0.23,155.954,5WODIX9TtDrmD9oAFFoxkG,160000,Popa,0
0.656,0.48,-7.156,0.0552,0.318,0.0,0.0917,0.402,132.043,6kxkMrPqppgT3TQjOyhAYk,181320,Popcorn,2
